SMILES,IZ
O=C(O)CNC(=O)c1ccc(NC(=S)Nc2cccc(F)c2)cc1,21
CC1OC(=N)C(=S)N1c1ccc(Cl)c(Cl)c1,41
CCCCCCCCCCCCCCCC(=O)N(C(=O)NC1CCCCC1)C1CCCCC1,14.9
Cc1c(C(N)=O)sc2nc(SCC(O)CN3CCOCC3)n(-c3ccccc3)c(=O)c12,12
Cc1cc(-c2nnc(S(C)(=O)=O)o2)c2ccccc2n1,13
CCCC1(c2ccccc2)OC(c2ccccc2)=C(C#N)C1c1ccccc1,10
CSc1ccc(OCc2nnc3sc(-c4ccc(N)cc4)nn23)cc1,16
COc1cc(-c2nc3sc4c(c3c(=O)n2-c2cc(=O)[nH]c(=O)[nH]2)CCCC4)cc(OC)c1OC,14
COC(=O)c1c(C)nc(C)c2c1C(=O)C=C(N)C2=O,0
Nc1ccc(Nc2ccccc2)c2c(=O)[nH]cnc12,7
N#CCC(=O)Nc1scc(-c2ccc(Cl)cc2)c1C#N,4
C1=N\n2c(nnc2-c2cccnc2)SCCCCSc2nnc(-c3cccnc3)n2/N=C\c2ccccc2OCCCCOc2ccccc2/1,1
Cc1nc(-c2cc(-c3ccc(Cl)cc3)n(-c3ccc(F)cc3)n2)sc1-c1n[nH]c(=O)o1,10
CCOC(=O)COC(Cn1nnc(-c2ccccc2)n1)c1ccc(Cl)cc1,14
O=C(O)CNC(=O)c1ccc(NC(=S)NNC(=O)c2ccncc2)cc1,12
CC(C)(C)C(=O)Nc1nnc(-c2ccc(N3CCOCC3)c([N+](=O)[O-])c2)s1,13
COc1ccc(N/N=C(\C#N)c2nc3cc(Cl)ccc3o2)cc1,5
COc1ccc(/C=N/c2ccc(Nc3nc(Oc4ccc5c(C)cc(=O)oc5c4)nc(N(C)C)n3)cc2)cc1,12
CCCn1c(=O)n(C2CCN(C3CCc4cc(OC)c(OC)cc43)CC2)c2ccc(Cl)cc21,9
COc1ccc(-[n+]2noc(O)c2CNc2nc3ccc([N+](=O)[O-])cc3s2)cc1,16
COc1ccc(Br)c(-c2nnc3n2NC(c2ccc(C)cc2)S3)c1,16
N#CC1=C(N)OC(c2ccc(Cl)cc2)=CC1c1c(-c2ccccc2)[nH]c2ccccc12,10
N#Cc1c(-c2c(-c3ccccc3)[nH]c3ccccc23)[nH]c(=S)[nH]c1=S,7
COc1ccc(C2CC(=NOC(=O)c3cc(O)cc(O)c3)CC(c3ccc(OC)cc3)N2C)cc1,5
Cc1ccc(/C=C(/NC(=O)c2ccccc2)C(=O)NC(CS)C(=O)N(C(=O)NC2CCCCC2)C2CCCCC2)cc1,18.4
O=C1CSC(c2cc3ccccc3nc2Cl)N1c1ccccc1,13
CC(O)(Cc1cn(Cc2ccccc2)nn1)c1ccc(S(=O)(=O)c2ccccc2)cc1,23
CCC1[C@@H]2c3c(c4ccccc4n(C)c3=O)OC(C)(C)[C@H]2CN1OS(=O)(=O)c1ccc(C)cc1,24
O=C(O)CNC(=O)c1ccc(NC(=S)N/N=C2/CCc3ccccc32)cc1,28
C/C(=N\N=C1\N=C(c2cc3ccccc3o2)CS1)c1[nH]c(-c2ccccc2)nc1C,4
CCCCCCCCCCCCO[C@@H]1C[C@H](O)[C@@H](O)[C@H](C)O1,6.4
Cc1c(CNC(=O)CCc2cn(C)c3ccc(Cl)cc23)c2cc(OC(F)(F)F)ccc2n1C,10
CCOC(=O)C[n+]1c(Br)c(Br)n(C)c1-c1ccccc1,7
O=C(NCCn1c(-c2ccccc2)nc2ccc([N+](=O)[O-])cc2c1=O)NC1CCCCC1,17
N#Cc1c(-c2ccccc2)nc(SCOCc2ccccc2)[nH]c1=O,10
CCOC(=O)C1C(=O)C=C(c2ccccc2)CC1c1ccc(OC)cc1,0
O=S(=O)(/C=C/S(=O)(=O)c1ccc(Cl)cc1)Cc1nnc(CS(=O)(=O)Nc2ccc(Cl)cc2)s1,27
CCN(CC)C(=O)n1c(=O)n(C2CCN(C3CCc4cc(OC)c(OC)cc43)CC2)c2ccc(Cl)cc21,8
CCCCNc1ccc(-c2nn3cc(-c4ccc(OC)cc4)nc3s2)cc1[N+](=O)[O-],7
C/C=C/C(=O)C[C@H]1C(=O)C=C[C@@]1(O)CCCC[C@@H]1CCC(=O)O1,12
COc1ccc(C2CC(=NOC(=O)c3cccc(Cl)c3)CC(c3ccc(OC)cc3)N2C)cc1,11
CC1=NN(c2cc(S(=O)(=O)O)ccc2Cl)C(=O)C1/N=N/c1[nH]nc2nc3cc4ccccc4cc3cc12,14
Nn1c(SCCSc2nnc(-c3cccnc3)n2N)nnc1-c1cccnc1,0
CCN(CC)c1ccc(/C=C/C(=O)c2cc(C(=O)/C=C/c3ccc(N(CC)CC)cc3)c(OC)cc2OC)cc1,5
Cc1cc2nc(-c3ccc(O)c(C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)O)C(C)C)c3)[nH]c2cc1C,21
COc1ccc(-c2ccc(C3CC(c4ccc(OC)c(OC)c4)=NN3c3nc(-c4ccc([N+](=O)[O-])cc4)cs3)o2)c([N+](=O)[O-])c1,11
O=c1[nH]cnc2nc(-c3ccccc3)cc(-c3c(-c4ccccc4)[nH]c4ccc(Cl)cc34)c12,8
Cn1ncc2c(NCc3ccc(F)cc3)ncnc21,18
N#Cc1[nH]/c(=N/c2nc3ccccc3[nH]2)[nH]c1N,9
Cc1c(C(=O)OCC#CCN2CCN(c3ccc(Br)cc3C#N)CC2)sc2ncnc(N3CCOCC3)c12,12
CCCCc1nc(Cl)c(-c2cc(-c3cccc(Br)n3)nc3c2C(=O)c2ccccc2-3)n1Cc1ccccc1,12
CCCCCCCCCCCCCCCC1CC(=O)NCCCNCCCCN(C)CCCN1C,10
CCOC(=O)c1cnn(-c2nc(-c3ccccc3F)c(C#N)c(=O)n2C)c1N,26.25
Cc1cccc2c3nn4c(-c5ccccc5)nnc4sc-3cc12,15.3
Cc1ccc(-c2nnc(S)n2NC(=O)CN(C(C)C)C(C)C)cc1,10.13
Cc1cccc(OCc2ccccc2-c2nc(-c3cccc(Br)c3)cs2)c1,10
O=C1NC(=S)/C(=C/c2cccc(F)c2)S1,7
CCOC(=O)c1cc(C(=O)c2ccc(F)cc2)n2ncccc12,20
O=C(NC(=S)Nc1cccc([N+](=O)[O-])c1)c1cn(CCO)c2c(cc(O)c3ncccc32)c1=O,10
CCC1[C@@H]2c3c(c4ccccc4n(C)c3=O)OC(c3ccccc3)[C@H]2CN1OS(=O)(=O)c1ccc(C)cc1,24
Cc1ccc(C(=O)C[n+]2ccccn2)cc1,20
CCCCCCCCCCCCCCCC1CC(=O)NCCCN(C)CCCCN(C)CCCN1,10
CC(=O)Nc1cccc(OCc2cc(=O)oc3ccc(C)cc23)c1,16
O=c1[nH]occ1-n1c(/C=C/c2ccccc2)nc2sc3c(c2c1=O)CCCC3,16
COc1c2occc2cc2ccc(=O)oc12,0
Nn1c(CS(=O)(=O)Nc2ccccc2)nnc1CS(=O)(=O)c1c[nH]cc1S(=O)(=O)c1ccccc1,16
Cc1ccc2nc(Nc3ncccc3C(=O)N3CCNC(Cl)C3Cl)sc2c1,0
CN(C)c1ccc(/C=C(\C#N)C(=O)Nc2scc(-c3ccc(Cl)cc3)c2C#N)cc1,6
Cc1ccc(NS(=O)(=O)c2ccc(NC(=O)c3cn(CCO)c4c(cc(Cl)c5ncccc54)c3=O)cc2)cc1,7
Cc1ccc(OCc2ccccc2-c2nc(-c3cc(Cl)sc3S(N)(=O)=O)cs2)cc1,20
Cc1ccccc1-c1nc2ccccc2c(=O)n1C(=O)CCC(N)C(=O)O,11
O=C(COC(Cn1nnnc1Cc1ccccc1)c1ccc(Cl)cc1)NNC(=S)Nc1ccc(Cl)cc1,14
CCn1cc(C2NNC(=S)N2c2nc3ccccc3[nH]c2=O)c(=O)c2ccc(C)nc21,29
Cc1ccc(OCc2ccccc2-c2nn(CNc3cc(C)ccc3Cl)c(=S)o2)cc1,10
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(O)c(OC)c3)c(=O)n2C1c1ccc(SC)cc1,23
c1ccc2cc(COc3cccc4cccnc34)c(COc3cccc4cccnc34)cc2c1,8.2
COc1ccc(C(=O)/C=C/c2ccccc2)cc1OC,0
COC(=O)CCCSc1nnc(-c2cccc(-c3ccccc3OC)c2)o1,21
N#CC1C(=N)N2C(NC(=O)C3C(c4ccccc4)CSC32)C(C#N)C1c1ccc(Cl)cc1,4.3
O=c1c2cc(Br)cc(Br)c2nc(-c2ccccc2)n1/N=C/c1ccccc1O,17
CC1=NC(=S)N(n2c(CCl)nc3ccccc3c2=O)C(=O)C1/N=N/c1ccc(O)cc1O,13.5
CCOC(=O)C1C(c2cccnc2)N(N=O)C(c2cccnc2)C(C(=O)OCC)S1(=O)=O,11
Sc1nnc(CSc2nnc(-c3ccccc3)n2-c2ccccc2)n1-c1ccc(Cl)cc1,16
N#C/C(=C\NN)C(=O)Nc1nc2ccccc2s1,25
CCn1cc(C(=O)N/N=c2\[nH]c3ccccc3[nH]c2=O)c(=O)c2ccc(C)nc21,17
CCOC(=O)c1[nH]nc(-c2ccc(F)cc2)c1/N=N/c1ccccc1,17
N#Cc1ccc(-c2ccc(-c3ccco3)o2)cc1,16
Cc1cc(/N=C2\C(=O)Nc3ccc(OC(F)(F)F)cc32)ccc1N1C(=O)c2ccc(Cl)cc2C1=O,20
O=C1CC(=O)N(c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])N1,16.1
CC(C)N1CCN(c2c(-c3nnc(S)n3-c3ccccc3)cnc3c(C(F)(F)F)cccc23)CC1,10
COc1cc(C2CC(c3cc4ccccc4o3)=NN2C(=O)Nc2ccc([N+](=O)[O-])cc2)ccc1O,9
Cc1nn(-c2ccccc2)c2nc3c(nc12)/C(=C/c1ccccc1Cl)c1ccccc1-3,8
Cc1ccc(NS(=O)(=O)c2ccc(NC(=O)c3cn(CCO)c4c(cc(O)c5ncccc54)c3=O)cc2)cc1,0
CC(=O)NNc1nc2nc3c(c(-c4ccccc4)c2c(=O)[nH]1)CCCC3,22
Cc1ccc(-[n+]2noc(O)c2CN2CCCCC2)cc1,21
Cc1c(-n2c(Cc3ccc(Cl)cc3)nn(Cc3nnc(S)n3-c3ccc(F)cc3)c2=O)c(=O)n(-c2ccccc2)n1C,28
N#Cc1c(-c2ccccc2)csc1NC(=O)c1ccc(-c2cccs2)[nH]c1=O,4
Brc1ccc(-c2nc3sc(Cc4noc5ccccc45)nn3c2Br)cc1,16
Cc1ccc(Sc2nc(SCc3ccc(Cl)cc3)nc(-c3ccccc3)c2C#N)cc1,10
Cc1ccc(C2=CC(c3c(-c4ccccc4)[nH]c4ccc(C)cc34)C(C#N)=C(N)O2)cc1,10
CN(C)c1ccc(-c2nc(NCCON3C(=O)c4ccccc4C3=O)nc3c2SC2=NC(c4ccccc4)(c4ccccc4)C(=O)N23)cc1,11
CCSc1nnc(-c2ccccc2COc2ccccc2C)o1,10
O=C(O)c1ccccc1C1CC(c2cc3ccccc3o2)=NN1C(=O)Cn1c2ccccc2c2nc3ccccc3nc21,14
Fc1cccc(Cn2c(-c3ccc(-n4cncn4)cc3)nc3c(F)cc(F)cc32)c1,26
N#Cc1c(N)n[nH]c1N1CCOCC1,7
Clc1ccc(-c2nnc(NC34CC5CC(CC(C5)C3)C4)s2)cc1,10
COc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)cc1,0
N#Cc1c(-c2ccccc2)nc(SCc2ccc([N+](=O)[O-])o2)[nH]c1=O,21
Sc1nnc(Sc2nnc(-c3ccccc3)n2-c2ccccc2)n1-c1ccc(Cl)cc1,16
C=C1CCC2C(C)(C)CCC[C@]2(C)C1CC(=O)N(C(=O)NC1CCCCC1)C1CCCCC1,0
Cc1ccccc1OCc1ccccc1-c1nc(-c2cccc(Br)c2)cs1,8
Cc1ccc(-n2nnc(C3=NN(C(=S)Nc4ccccc4)C(c4ccc(C#N)cc4)C3)c2C)cc1,22
CC(Cc1cn(CC(=O)c2ccc(Br)cc2)nn1)(OCc1cn(CC(=O)c2ccc(Br)cc2)nn1)c1ccc(S(=O)(=O)c2ccccc2)cc1,26
CCSc1ccc(OCc2nnc3n2N=C(c2ccc(Cl)cc2Cl)CS3)cc1,10
Cc1ccc(-c2nn(CC(=O)N3c4ccccc4Sc4ccc(C(F)(F)F)cc43)c(=N)s2)cc1,9
Cc1ccc(C2=CC(c3c(-c4ccccc4)[nH]c4ccc(Cl)cc34)c3c(nc(=S)[nH]c3N)O2)cc1,10
O=C1CSC(c2cc3ccccc3nc2Cl)N1c1ccccc1Cl,21
CC(O)(Cc1cn(CC(=O)c2ccc(Br)cc2)nn1)c1ccc(S(=O)(=O)c2ccccc2)cc1,19
O=C1NN=C(c2ccccc2)/C(=N/Nc2ccccc2)C1=O,24
COc1ccc2cc(C(C)C(=O)Nc3ccc(S(=O)(=O)Nc4ncccn4)cc3)ccc2c1,16.8
O=C(/C=C/c1ccccc1)Nc1nc(-c2ccccc2)cs1,18
O=C(O)CNC(=O)CNC(=O)c1cc(-c2nc3cc([N+](=O)[O-])ccc3[nH]2)ccc1O,22
Clc1cc(Cl)c(Cl)c(-c2nnc3sc(COc4ccccc4)nn23)c1,16
O=C1C(Cl)C(c2cc3ccccc3nc2Cl)N1c1cccc(Cl)c1,22
Nc1nc(COC(=O)c2ccc(Br)cc2)cs1,10
O=C1NN=C(c2ccc(Br)cc2)/C(=N/Nc2ccccc2)C1=O,17.5
COc1ccccc1N1CCN(Cn2nc(C34CC5CC(CC(C5)C3)C4)n(/N=C/c3ccccc3O)c2=S)CC1,12
O=C1CC(c2cc3ccccc3nc2Cl)N(Cc2ccccc2)C2CCCCC2N1,6
O=C1O[C@@H](COC(=O)N2OC3C=CC2C3)CN1c1ccc(N2CC[S+]([O-])CC2)c(F)c1,11
O=[N+]([O-])c1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccccc3)o2)cc1,14.3
COc1ccc(C2CC(=NOC(=O)c3ccccc3OC(C)=O)CC(c3ccc(OC)cc3)N2C)cc1,5
N#C/C(=N\Nc1ccc(Cl)cc1)c1nnn[nH]1,8
CC1NC2C(NNC2c2ccc(Cl)cc2)C(=O)N1N,8
CC(Cc1cn(CC(=O)c2ccccc2)nn1)(OCc1cn(CC(=O)c2ccccc2)nn1)c1ccc(S(=O)(=O)c2ccccc2)cc1,19
O=C1c2ccccc2C(=O)c2c(O)cc(CO)cc21,10
Cn1nnc2cc(/C=N/Nc3cc(C(F)(F)F)nc4c(C(F)(F)F)cccc34)ccc21,24
CCCc1cc(CCCCCCCCC(=O)O)on1,31.2
COc1cc(/C=N/N=c2\scc(C3=CC(=O)C=CC3=O)n2-c2ccc(C)cc2)ccc1O,15
O=c1n(CCOCc2ccccc2)nnn1-c1ccccc1,0
CC(=O)N1C(=O)C(=O)NC2CCCCC21,29
COc1c(C(=O)O)c(O)c(S(=O)(=O)Nc2ccc(C)cc2)c2occc12,10
Cc1ccc2c(COc3cccc(OCc4cc(=O)oc5cc(C)ccc45)c3)cc(=O)oc2c1,14
COc1c(F)c(F)cc2c(=O)c(C(=O)NNC(=S)Nc3ccc(Cl)cc3)cn(C3CC3)c12,22.6
COc1ccc(/C=N/n2c(-c3ccc(C)cc3)nn(Cc3nnc(S)n3-c3ccc(F)cc3)c2=O)cc1,35
O=c1c2cc(Br)cc(Br)c2nc(-c2ccccc2)n1/N=C/c1ccc([N+](=O)[O-])cc1,21
O=C(Nc1ccccc1[N+](=O)[O-])c1cn(CCO)c2c(cc(Cl)c3ncccc32)c1=O,11
O=C(c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1)N1NC(S)SC1c1ccc([N+](=O)[O-])cc1,15
Cc1ccc(-c2csc(NC(=O)c3c[nH]cc3-c3ccccc3)n2)cc1,15
COc1ccc2[nH]c(C)c(Cc3nn4c(Cc5ccc(OC)c(OC)c5)nnc4s3)c2c1,12.62
Cc1c(/N=C/c2cccc([N+](=O)[O-])c2)c(=O)n(-c2ccccc2)n1C,5
Cc1cc(-c2ccc(Cl)cc2)n2nc(-n3nc(C)cc3-c3ccc(Cl)cc3)cc2n1,10
Cc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(C)c32)cc1,15
CSc1nnc(-c2ccncc2)n1-c1ccccc1,30
FC(F)(F)c1cccc2c(N3CCOCC3)c(-c3nnc(S)n3Cc3ccccc3)cnc12,10
CCSc1nc2ccc([N+](=O)[O-])cc2c(=O)n1Cc1ccccc1,15
N#Cc1ccc(Nc2nc(Oc3ccnc4ccccc34)nc(N3CCN(Cc4ccccc4)CC3)n2)cc1C(F)(F)F,15
COCC1=NNC(=O)C1SCc1ccccc1,10
Cc1ccc(OCc2nnc(-c3cc(-c4cc(F)c(Cl)cc4Cl)nc4ccccc34)o2)cc1,8
CCN1CCN(CC2SC(c3ccccc3C(=O)O)N(c3ccc(Nc4nc(Oc5cc(=O)n(C)c6ccccc56)nc(N(C)C)n4)cc3)C2=O)CC1,13
Fc1ccc(NC2=Nn3c(nnc3-c3cc(F)c(Cl)cc3Cl)SC2)cc1,24
O=[N+]([O-])c1ccc(-c2csc(N/N=C(/Cn3nnc4ccccc43)c3ccc(Cl)cc3)n2)cc1,16.44
Cc1ccc(-c2c[nH]c(NC(=O)/C=C/c3ccccc3)n2)cc1,16
COc1ccc(Br)c(-c2nnc3sc(-c4ccc(N)cc4)nn23)c1,16
Cc1cccc(Sc2nc(SCc3ccc(Cl)cc3)nc(-c3ccccc3)c2C#N)c1,10
Cc1cccc(Cc2nc3c(-c4cccc(F)c4)cnc(N4CCCC(C#N)C4)c3[nH]2)c1,13
Fc1ccc2c(c1)Sc1cccnc1N2CCCCN1c2ccc(F)cc2Sc2cccnc21,10
O=C(c1ccc(Cl)cc1)[C@H]1[C@@H]2C(=O)N(c3ccccc3)C(=O)[C@@H]2[C@@H]2C=CC=NN21,18
CC1CCC2C(C)(C)CCC[C@]2(C)/C1=C/c1cc(O)c(O)c(C=O)c1OS(=O)(=O)O,0
Cc1cc(O)n2nc(N3CCOCC3)c(C#N)c2n1,7
CC(=O)OCc1ccc(/C=N/Nc2cc(C(F)(F)F)nc3c(C(F)(F)F)cccc23)o1,14
O=C(O)c1ccc(NC(CC(=O)c2cc3ccccc3oc2=O)c2ccc(F)cc2)cc1,12
C=C1CC[C@H]2[C@@](C)(CC[C@@H](O)[C@@]2(C)CO)[C@@H]1C/C=C1/C(=O)OC[C@H]1OC(=O)CCCCC1CCSS1,4
Cc1cc(=O)oc2cc(Oc3nc(Nc4ccccc4)nc(N4CCCCC4)n3)ccc12,21
O=C(COC(Cn1nnnc1Cc1ccccc1)c1ccc(Cl)cc1)NNC(=S)Nc1ccccc1,14
O=c1[nH]c(/C=C/c2ccccc2)nc2sc3c(c12)CCCC3,0
CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,27
CC(=O)NC[C@H]1CN(c2ccc(N3CCN(C(=O)OCC4=C(C(=O)O)N5C(=O)[C@@H](NC(=O)Cc6ccccc6)C5SC4)CC3)c(F)c2)C(=O)O1,33
Nn1c(Sc2ccc(Cl)cc2)nnc1-c1ccccc1,16
Brc1ccc2c(c1)Sc1cccnc1N2CCCCCCN1c2ccc(Br)cc2Sc2cccnc21,13
Cc1ccc(-n2nnc(C3=NNC(c4ccc(F)cc4)C3)c2C)cc1,30
Cc1ccc(-c2c[nH]c(NC(=O)c3[nH]ncc3-c3ccccc3)n2)cc1,10
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,7
N#CC1CC(C#N)C2NC(=O)C3C(c4ccccc4)CSC3N2C1=N,9
Brc1ccc2nc(NC3OCCc4ccccc43)sc2c1,5
COc1ccc(-c2nc3sc(-c4ccccc4)nn3c2-c2nc3ccc([N+](=O)[O-])cc3[nH]2)cc1,5
Cc1nc(NC2OCCc3ccccc32)sc1-c1ccccc1,3
Cc1ccsc1-c1c(C#N)c(N)nc2c1CCCC2,9
O=c1cc(Oc2nc(Nc3ccccc3)nc(N3CCN(c4cccc(Cl)c4Cl)CC3)n2)c2ccccc2o1,23
CN1CCN(Cn2nc(-c3ccncc3)n(N)c2=S)CC1,35
Clc1ccc(OCc2ccccc2COc2ccc(Cl)c3cccnc23)c2ncccc12,7.5
COc1ccc(C2CC(=NOC(=O)c3ccc(C)cc3)CC(c3ccc(OC)cc3)N2C)cc1,2
Cn1c(N2CCOCC2)nc(-c2ccc([N+](=O)[O-])cc2)c(C#N)c1=O,16
CC1=C(N)C(=O)C(C(C)(C)CC(=O)N2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)=C(C)C1=O,35
Nc1nc(COC(=O)c2ccc(Cl)cc2)cs1,16
O=C(O)CNC(=O)c1ccc(NC(=S)Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)cc1,21
O=C1C(Cl)C2(C(=O)Nc3c(Br)cc(Br)cc32)N1c1ccccc1[N+](=O)[O-],27
Cn1c(=O)c2c(n(C)c1=O)n1c(SCc3ccccc3)nnc1n2C,19
O=C(c1ccncc1)N(/N=C/c1c[nH]nc1-c1ccc(Cl)cc1)C(=O)c1ccc(Cl)cc1,21
Cc1ccc(-c2cc(-c3c(-c4ccccc4)[nH]c4ccccc34)c3c(N)ncnc3n2)cc1,10
FCCCCSc1nnc(-c2cccc(-c3cccc(Cl)c3)c2)o1,20
O=C(c1cccnc1Nc1nc2ccc([N+](=O)[O-])cc2s1)N1CCN(CCO)CC1,8
COc1ccc2nc(C)cc(-n3cc(CN4CCN(c5ccc(C)cc5)CC4)nn3)c2c1,10
Cc1cc(-c2cccs2)n2nc(-n3nc(C)cc3-c3cccs3)cc2n1,8
Cc1ccc(S(=O)(=O)ON2C(=O)CC2CBr)cc1,0
Cc1cccc(NS(=O)(=O)c2ccc(NC(=O)c3cn(CCO)c4c(cc(Cl)c5ncccc54)c3=O)cc2)c1,4
CC(=O)Nc1ccc(F)cc1Sc1ncccc1[N+](=O)[O-],14
O=C(Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1)c1cn(CCO)c2c(cc(O)c3ncccc32)c1=O,4
CN1C(=O)C2C(c3cccs3)CNC2N(C)C1=O,20
Cc1ccccc1OCc1ccccc1-c1nnc(SCc2ccccc2)o1,10
CC(=O)NC12C=CC(=O)C=CC1c1c(cc(O)c(O)c1O)CC2C,11.9
Cn1c(N2CCN(Cc3ccccc3)CC2)nc(-c2ccccc2)c(C#N)c1=O,18
NN1C(=O)C2=NN=C(c3ccc(Cl)cc3)C2=NC1=S,10
CCOc1ccc(S(=O)(=O)N2CCOCC2)cc1-c1nc2ncccc2c(=O)[nH]1,15
COC(=O)CNC(=O)CNC(=O)c1cc(-c2nc3cc([N+](=O)[O-])ccc3[nH]2)ccc1O,22
c1ccc(CN2C(c3ccccc3)C3=C(NOC3c3ccco3)C3CCCCC32)cc1,4
CC(=O)NNC(=O)c1ccc(-n2c(-c3ccccc3)nc3c(Br)cc(Br)cc3c2=O)cc1,13
Cc1cccc(NC2=Nn3c(nnc3-c3cc(F)c(Cl)cc3Cl)SC2)c1C,12
Fc1ccc(Cn2c(-c3ccc(-n4cncn4)cc3)nc3c(F)cc(F)cc32)cc1,23
Fc1ccc(/C(Cn2cncn2)=N\Nc2nc(-c3ccc(F)cc3)cs2)cc1,24.12
COc1ccc(C(=O)CC(=O)c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2O)cc1,5
O=C(NO)c1ccc(Cl)cc1,18
O=C(O)/C(Br)=C/c1cn(-c2ccccc2)nc1-c1ccc(Br)cc1,18
COc1cc2nc(Sc3cnc(N)s3)n(Cc3ccccc3)c(=O)c2cc1OC,8
Nc1cc(-c2ccc(Cl)cc2)nn1-c1nc2ccccc2nc1Cc1ccccc1,12
NC1=C(Cl)C(=O)c2ccccc2C1=O,15
Cc1cccc(OCc2ccccc2-c2nnc(-c3cccc(Br)c3)o2)c1,10
NC(=S)n1nc(Nc2ncc(-c3ccccc3)[nH]2)cc1-c1ccccc1,14
N#Cc1c(Cl)c(Cl)c(Nc2ccc(Nc3cccc(Cl)c3)c3c(=O)[nH]cnc23)c(C#N)c1Cl,8.7
Cc1c(C(N)=O)sc2ncn(C3CCCCC3)c(=O)c12,12
N=C(N)c1ccc(-c2ccc(-c3cccs3)s2)nc1,9
Fc1cc(-c2cc(-c3nnc(COc4ccccc4Cl)o3)c3ccccc3n2)c(Cl)cc1Cl,22
Cc1ccc(/C=N/NC(=S)Nc2ccc(C(=O)NCC(=O)O)cc2)cc1,0
CC1=NN(c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])C(=O)C1,22
O=C(Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1)c1cn(CCO)c2c(cc(O)c3ncccc32)c1=O,10
COc1ccc(F)cc1-c1cccc(-c2nn(CCCN)c(=O)o2)c1,21
Cc1ccc(C(=O)Nc2ccc3c(C)cc(=O)[nH]c3c2)cc1,10
Brc1ccc(-c2cn3nc(Cc4noc5ccccc45)sc3n2)cc1,14
COc1cc(C2CC(c3cc4ccccc4o3)=NN2C(=O)Nc2ccc(O)c(O)c2)ccc1O,5
Cc1[nH]c2ccc(OC(F)(F)F)cc2c1CNC(=O)CCc1cn(C)c2ccc(Cl)cc12,10
COc1ccccc1-n1c(S)nnc1-c1csc(N)n1,8
CSc1ccc(Cc2nn(CN3CCN(C)CC3)c(=S)n2/N=C/c2ccc(C)cc2)cc1,12
O=Nc1c(-c2ccc([N+](=O)[O-])cc2)nc2sc(Cc3noc4ccccc34)nn12,11
CSc1sc(-c2nnc(S)n2-c2ccc([N+](=O)[O-])cc2)c2c1C(=O)CCC2,14
COc1c(C(=O)O)c(O)c(NS(=O)(=O)c2ccc(C)cc2)c2occc12,15
O=C(c1cccnc1Nc1nc2c(Cl)cccc2s1)N1CCNC(Cl)C1Cl,3
S=C(Nc1ccccc1)Nc1nc(-c2nnc(S)n2-c2ccc(Cl)cc2)cs1,8
C/C(=N\N(C)S(=O)(=O)c1ccccc1)c1ccccc1O,5
CC(C)(C)n1ncc2c(NCCc3c(F)cccc3Cl)ncnc21,0
Cc1cc(=O)oc2cc(OCCCCCCn3cc(CN4CCOCC4)nn3)ccc12,14.5
COc1ccc(C(=O)/C=C/c2ccc(Cl)c(Cl)c2)cc1,0
Clc1cc(Cl)c(Cl)c(/C=N/Nc2nc(-c3ccc(-c4ccccc4)cc3)cs2)c1,10
O=C1S/C(=C\c2ccc(S(=O)(=O)Nc3nc(-c4ccccc4)cs3)cc2)C(=O)N1C(=O)c1ccc([N+](=O)[O-])cc1,24
COc1ccc(-c2cn3nc(-c4ccc(NC5CCCCC5)c([N+](=O)[O-])c4)sc3n2)cc1,9
COc1ccc2nc(C)cc(-n3cc(CN4CCOCC4)nn3)c2c1,14
OC1COc2ccccc2/C=N\n2c(nnc2-c2cccnc2)SCCCCSc2nnc(-c3cccnc3)n2/N=C\c2ccccc2OC1,0
Cc1ccc2nc(NC3OCCc4ccccc43)sc2c1,2.5
CC1=NN(c2cccc(Cl)c2)C(=O)C1/N=N/c1[nH]nc2nc3cc4ccccc4cc3cc12,15
O=c1cc(OCc2nc(-c3ccc(F)cc3)n[nH]2)c2ccccc2o1,10
Cc1c(/N=C/c2ccccc2)c(=O)n(-c2ccccc2)n1C,5
CC1(C)CC(=O)C2=C(C1)Nc1c(ccc3ccccc13)C2c1cccc([N+](=O)[O-])c1,8
COc1c(F)c(F)cc2c(=O)c(-c3nnc(Nc4cccc(C)c4)s3)cn(C3CC3)c12,27.1
